trade_date,RB9999,Y9999,IC9999,HC9999,I9999,TA9999,WR9999,CF9999,CJ9999,TF9999,V9999,FU9999,FG9999,CU9999,CY9999,IH9999,T9999,PB9999,RM9999,JM9999,ZC9999,PP9999,RU9999,P9999,B9999,SC9999,J9999,AP9999,ZN9999,C9999,BU9999,SR9999,AG9999,SM9999,TS9999,NI9999,IF9999,L9999,SF9999,MA9999,CS9999,EG9999,BB9999,SN9999,OI9999,M9999,SP9999,JD9999,AU9999,A9999,WH9999,AL9999
2018-12-10,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1901.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1901.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1901.XZCE,CS1905.XDCE,,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-11,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1901.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1901.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1901.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-12,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1901.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1901.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1901.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-13,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1901.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-14,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-17,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-18,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1901.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-19,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1901.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-20,RB1905.XSGE,Y1905.XDCE,IC1812.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-21,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1812.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1812.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-24,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1901.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1901.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1901.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-25,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-26,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1901.XZCE,AL1902.XSGE
2018-12-27,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1902.XSGE
2018-12-28,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1902.XSGE
2019-01-02,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1901.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1902.XSGE
2019-01-03,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1902.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1902.XSGE
2019-01-04,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1902.XSGE
2019-01-07,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1902.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-08,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-09,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-10,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-11,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-14,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-15,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-16,RB1905.XSGE,Y1905.XDCE,IC1901.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
2019-01-17,RB1905.XSGE,Y1905.XDCE,IC1903.CCFX,HC1905.XSGE,I1905.XDCE,TA1905.XZCE,WR1905.XSGE,CF1905.XZCE,,TF1903.CCFX,V1905.XDCE,FU1905.XSGE,FG1905.XZCE,CU1903.XSGE,CY1905.XZCE,IH1901.CCFX,T1903.CCFX,PB1902.XSGE,RM1905.XZCE,JM1905.XDCE,ZC1905.XZCE,PP1905.XDCE,RU1905.XSGE,P1905.XDCE,B1905.XDCE,SC1903.XINE,J1905.XDCE,AP1905.XZCE,ZN1903.XSGE,C1905.XDCE,BU1906.XSGE,SR1905.XZCE,AG1906.XSGE,SM1905.XZCE,TS1903.CCFX,NI1905.XSGE,IF1901.CCFX,L1905.XDCE,SF1905.XZCE,MA1905.XZCE,CS1905.XDCE,EG1906.XDCE,BB1903.XDCE,SN1905.XSGE,OI1905.XZCE,M1905.XDCE,SP1906.XSGE,JD1905.XDCE,AU1906.XSGE,A1905.XDCE,WH1905.XZCE,AL1903.XSGE
